2020-03-03 18:00:54,733 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2020-03-03 18:00:54,880 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2020-03-03 18:00:54,883 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2020-03-03 18:00:54,885 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2020-03-03 18:00:54,920 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2020-03-03 18:00:54,922 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2020-03-03 18:00:54,995 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2020-03-03 18:47:37,166 INFO  SwAddin.cs: 271 - Assembly export called for file KR3 R540.SLDASM
2020-03-03 18:47:39,507 INFO  SwAddin.cs: 290 - Saving assembly
2020-03-03 18:47:40,538 INFO  SwAddin.cs: 293 - Opening property manager
2020-03-03 18:47:40,584 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from KR3 R540.SLDASM
2020-03-03 18:47:40,604 INFO  ExportHelperExtension.cs: 1142 - Found 40 in KR3 R540.SLDASM
2020-03-03 18:47:40,606 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in KR3 R540.SLDASM
2020-03-03 18:47:40,607 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-03-03 18:47:40,612 INFO  ExportHelperExtension.cs: 1167 - 7 components to check
2020-03-03 18:47:40,616 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from KR3 R540.sldasm-Part-10-2
2020-03-03 18:47:40,618 INFO  ExportHelperExtension.cs: 1142 - Found 23 in KR3 R540.sldasm-Part-10-2
2020-03-03 18:47:40,619 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in KR3 R540.sldasm-Part-10-2
2020-03-03 18:47:40,620 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from KR3 R540.sldasm-Part-19-2
2020-03-03 18:47:40,621 INFO  ExportHelperExtension.cs: 1142 - Found 23 in KR3 R540.sldasm-Part-19-2
2020-03-03 18:47:40,623 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in KR3 R540.sldasm-Part-19-2
2020-03-03 18:47:40,624 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from KR3 R540.sldasm-Part-8-2
2020-03-03 18:47:40,625 INFO  ExportHelperExtension.cs: 1142 - Found 23 in KR3 R540.sldasm-Part-8-2
2020-03-03 18:47:40,626 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in KR3 R540.sldasm-Part-8-2
2020-03-03 18:47:40,627 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from KR3 R540.sldasm-Part-9-2
2020-03-03 18:47:40,628 INFO  ExportHelperExtension.cs: 1142 - Found 23 in KR3 R540.sldasm-Part-9-2
2020-03-03 18:47:40,630 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in KR3 R540.sldasm-Part-9-2
2020-03-03 18:47:40,631 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from KR3 R540.sldasm-Part-22-3
2020-03-03 18:47:40,704 INFO  ExportHelperExtension.cs: 1142 - Found 23 in KR3 R540.sldasm-Part-22-3
